Geneid	B7C1	B7C2	B7C4	B7D1	B7D3	B7D4
FBgn0015376	1400	1954	1118	1864	1891	2039
FBgn0051955	23	23	24	23	36	22
FBgn0031566	2244	2694	1979	2589	2795	2689
FBgn0040104	23	38	37	38	61	58
FBgn0003386	802	940	684	816	782	816
FBgn0031568	129	141	111	113	101	92
FBgn0263846	560	598	497	493	514	501
FBgn0263842	0	0	3	2	4	0
FBgn0262392	0	0	0	0	0	0
FBgn0263843	11	2	10	3	3	3
FBgn0004893	881	868	709	598	556	542
FBgn0051958	0	0	2	0	0	0
FBgn0031571	1369	1269	1139	1052	1028	804
FBgn0021800	4182	4635	3681	3695	3741	3869
FBgn0031573	873	1213	807	1154	1251	1297
FBgn0264885	0	0	4	0	8	0
FBgn0264886	0	0	2	2	3	0
FBgn0003430	120	130	97	106	98	102
FBgn0004567	54	72	36	55	37	33
FBgn0266318	0	0	0	1	0	1
FBgn0267007	0	0	0	0	1	0
FBgn0267005	1	1	2	1	1	0
FBgn0267006	0	1	1	0	1	1
FBgn0264887	1	2	1	2	0	0
FBgn0031574	209	252	647	416	820	211
FBgn0031575	1225	1750	1350	1722	1924	1820
FBgn0051957	796	1007	852	934	1032	1011
FBgn0000256	2212	2672	2223	2297	2471	2420
FBgn0051774	146	144	107	138	135	111
FBgn0264341	21	18	9	13	6	6
FBgn0266883	2	3	1	2	1	0
FBgn0085205	489	660	457	660	549	677
FBgn0031579	843	920	563	724	634	666
FBgn0031580	1499	1814	1245	1365	1111	1239
FBgn0264295	22	37	35	116	113	119
FBgn0264296	1264	1393	923	867	648	827
FBgn0000547	5000	7397	4051	5762	5860	6069
FBgn0266319	28	34	38	42	31	28
FBgn0086032	0	1	0	0	0	0
FBgn0020376	6	1	5	0	2	1
FBgn0014033	790	494	318	353	333	305
FBgn0026394	2	1	2	2	3	2
FBgn0267441	4	4	3	1	1	8
FBgn0264866	0	0	0	0	0	0
FBgn0051961	1066	1266	1031	1283	1317	1398
FBgn0040102	352	213	122	97	85	79
FBgn0031589	4114	3838	3366	3676	3454	3785
FBgn0001075	173	180	104	138	111	85
FBgn0031590	5823	6615	5255	6072	6200	6449
FBgn0003941	62465	59633	51374	46962	46466	52723
FBgn0265819	4	1	2	3	3	2
FBgn0267284	0	0	3	0	2	0
FBgn0264867	0	0	0	0	4	0
FBgn0264868	0	0	4	1	4	0
FBgn0266832	0	0	0	0	0	0
FBgn0266833	0	0	0	0	0	0
FBgn0266834	0	0	1	1	2	0
FBgn0264889	0	0	5	0	8	0
FBgn0031592	12	9	10	10	26	10
FBgn0010473	2037	2286	1735	1821	1684	1709
FBgn0028482	862	898	791	997	945	967
FBgn0020762	2544	2044	2467	2551	2706	2409
FBgn0262375	0	0	0	0	0	0
FBgn0265908	0	0	0	1	1	0
FBgn0265909	1	1	3	0	1	0
FBgn0265910	1	0	2	0	0	2
FBgn0265911	0	0	0	0	1	0
FBgn0026319	386	396	293	289	230	222
FBgn0266903	2	0	10	0	1	1
FBgn0031597	929	1127	851	1141	1293	1289
FBgn0031598	1494	1957	1330	1691	1718	1933
FBgn0261976	1071	1039	815	947	959	999
FBgn0027560	43900	33467	27662	29371	27672	33181
FBgn0031600	1219	1325	1081	1253	1222	1375
FBgn0022153	3986	5267	3459	4442	4649	4895
FBgn0053003	8	7	12	3	4	7
FBgn0031601	787	844	747	825	842	916
FBgn0031602	471	390	306	309	289	368
FBgn0262357	2446	1007	862	583	464	764
FBgn0051963	0	0	0	1	0	0
FBgn0085206	0	0	0	0	0	0
FBgn0085207	0	0	0	0	0	0
FBgn0031603	515	553	477	450	525	585
FBgn0027609	978	1328	919	1239	1265	1330
FBgn0031604	2204	2726	2022	2409	2406	2561
FBgn0025684	1090	1736	1119	1506	1560	1711
FBgn0031606	2031	2745	1785	2913	2921	3013
FBgn0031607	801	760	706	643	633	751
FBgn0040705	45	49	91	21	25	33
FBgn0019982	2659	3159	2025	3139	2871	3507
FBgn0261606	91577	85220	72964	68684	66566	72953
FBgn0065053	63	66	48	23	24	28
FBgn0053002	1014	1019	828	802	787	977
FBgn0031608	720	1013	743	1026	1078	1103
FBgn0031609	1350	1464	1086	1418	1476	1485
FBgn0031610	637	867	589	820	932	988
FBgn0031611	812	803	628	769	764	829
FBgn0011603	1850	1733	1339	1386	1180	1445
FBgn0053196	3749	3615	2369	2364	2007	2155
FBgn0031613	3	2	15	3	17	0
FBgn0263869	3	1	0	0	0	1
FBgn0265820	0	0	0	0	3	0
FBgn0267008	0	0	1	0	2	0
FBgn0031619	0	0	0	0	0	0
FBgn0000227	31	24	4	136	106	67
FBgn0031621	29	31	4	127	104	59
FBgn0031622	3	4	8	2	7	0
FBgn0085380	280	294	255	253	220	239
FBgn0031623	29	40	50	45	57	36
FBgn0031626	0	1	178	52	220	0
FBgn0031627	366	419	330	337	328	353
FBgn0031628	172	167	171	137	179	171
FBgn0031629	1950	1972	1364	595	496	588
FBgn0266835	0	0	0	0	0	0
FBgn0031630	231	169	150	119	127	111
FBgn0031631	378	462	339	480	520	524
FBgn0263577	0	0	0	0	0	0
FBgn0031632	2880	2904	2341	2171	2037	2185
FBgn0031633	2442	2502	1958	2342	2334	2592
FBgn0263575	0	0	0	0	0	0
FBgn0031634	79	62	81	83	65	50
FBgn0031635	1706	2171	1496	2051	2075	2228
FBgn0031636	922	843	616	580	555	593
FBgn0031637	5037	5202	4128	4707	4337	4617
FBgn0031638	727	939	690	888	1060	1021
FBgn0031639	1186	1333	1024	1064	1009	1170
FBgn0031640	1560	1865	1383	1729	1877	1786
FBgn0051660	350	435	335	359	380	408
FBgn0000286	2060	2777	1782	2012	2066	2189
FBgn0031643	1985	2350	1709	2797	2590	2750
FBgn0267280	1	5	0	14	13	19
FBgn0031645	5922	4706	5544	14500	13318	15939
FBgn0031646	68	80	39	50	47	66
FBgn0041150	6454	7577	5584	6524	6285	6892
FBgn0031649	373	427	337	410	399	383
FBgn0003372	5	10	6	9	13	11
FBgn0031650	20	16	20	11	24	25
FBgn0031651	1575	1703	1445	1401	1408	1504
FBgn0015000	1693	2031	1669	1735	1753	1792
FBgn0031652	509	645	468	648	630	791
FBgn0031653	13080	14546	10591	3025	2158	3943
FBgn0031654	43	36	62	42	52	68
FBgn0020906	218	81	287	110	122	118
FBgn0031655	1297	1722	1164	1828	1868	1925
FBgn0264372	0	0	5	3	8	0
FBgn0083961	844	850	762	892	860	941
FBgn0015834	13997	14809	12198	12780	13197	13739
FBgn0262467	1791	2135	1636	1748	1844	2015
FBgn0031657	1132	1158	1044	844	892	951
FBgn0010607	1397	1827	1343	1872	1903	1925
FBgn0031659	1568	2042	1470	1853	1947	1900
FBgn0031660	2191	2452	1998	2083	2141	2263
FBgn0031661	1426	1792	1250	1591	1710	1740
FBgn0031662	2223	2268	1875	2033	2032	2244
FBgn0031663	818	795	745	582	615	650
FBgn0031664	1804	2103	1364	2145	2085	2351
FBgn0083962	4284	5113	3438	5827	5735	6005
FBgn0053113	11596	12473	9962	9057	8653	9036
FBgn0031668	0	0	0	0	0	0
FBgn0265968	0	0	0	0	0	0
FBgn0031670	3014	3255	2667	2944	3005	3113
FBgn0016075	6521	5318	4529	1821	1706	1891
FBgn0000299	9446	8110	6775	3136	3193	3271
FBgn0260451	0	0	0	0	0	0
FBgn0260470	0	0	0	0	0	0
FBgn0031673	1503	2114	1551	1590	1671	1655
FBgn0264742	0	0	0	0	0	0
FBgn0264743	0	0	0	0	0	0
FBgn0053995	0	0	0	0	0	0
FBgn0031675	163	193	164	146	167	158
FBgn0022023	14598	14820	12354	12509	12466	13697
FBgn0031676	949	1336	986	1189	1203	1343
FBgn0031677	2415	2985	2322	2813	2842	3094
FBgn0014857	4065	4470	3426	4073	3976	4294
FBgn0031678	697	1075	667	850	877	900
FBgn0028694	6857	8012	6273	7373	7614	8168
FBgn0266829	9	3	4	2	8	4
FBgn0028572	1407	1383	1248	1102	1071	1135
FBgn0264368	2	1	8	0	8	0
FBgn0262213	0	0	0	0	0	0
FBgn0266843	1	0	2	3	0	4
FBgn0261608	46800	44397	37739	32776	31654	36697
FBgn0031681	3162	3996	2953	2918	3007	3145
FBgn0031682	1717	2228	1622	1952	2049	2301
FBgn0031683	1908	1953	1594	1684	1762	1698
FBgn0031684	2585	2691	2571	2301	2208	2360
FBgn0261836	22891	19401	13485	13422	12646	12625
FBgn0082990	0	0	0	0	0	0
FBgn0065083	0	0	0	0	0	0
FBgn0065107	0	0	0	0	0	0
FBgn0083028	4	4	0	1	4	1
FBgn0065104	0	0	0	0	0	0
FBgn0031688	58	74	97	49	58	68
FBgn0031689	2586	2130	1359	2474	2319	2455
FBgn0031692	1853	2179	1997	1185	938	1132
FBgn0003716	3347	4078	3089	2888	2757	2987
FBgn0051971	0	0	0	0	0	0
FBgn0051914	0	0	1	0	0	0
FBgn0046776	627	977	623	1077	849	1013
FBgn0265957	3	1	5	2	3	0
FBgn0031693	1066	686	796	309	312	343
FBgn0031694	390	276	222	76	48	54
FBgn0031695	320	331	406	746	770	811
FBgn0000228	3144	4012	2949	3457	3241	3415
FBgn0031696	2048	3084	1901	2557	2861	2957
FBgn0265956	0	0	0	2	1	0
FBgn0265955	0	0	0	0	0	0
FBgn0016076	2152	2115	1898	2173	2142	2131
FBgn0267294	6	6	0	6	0	5
FBgn0031697	107	117	108	119	112	135
FBgn0031698	4142	6299	3757	4661	4842	5083
FBgn0266320	1	2	3	0	1	0
FBgn0015031	5993	6775	5854	4590	4304	5207
FBgn0031700	694	934	633	1038	1001	1097
FBgn0031701	4272	4580	6768	20362	26466	14555
FBgn0031702	1362	1049	1027	480	420	451
FBgn0031703	2192	2120	2133	1963	1951	2203
FBgn0016920	159	135	84	122	117	114
FBgn0262097	0	0	164	41	223	0
FBgn0265958	0	0	1	0	7	0
FBgn0016660	70	79	61	39	51	72
FBgn0263866	0	0	0	0	2	0
FBgn0263867	0	0	4	1	0	0
FBgn0263868	0	0	6	0	0	0
FBgn0051647	1	1	1	0	0	2
FBgn0086033	0	0	0	0	0	0
FBgn0261963	261	217	273	104	91	100
FBgn0266825	4	0	2	1	1	3
FBgn0031707	3	4	11	2	21	2
FBgn0031708	1075	1122	935	1090	1090	1145
FBgn0000318	3276	3755	3229	3345	3480	3697
FBgn0031710	1485	1628	1251	1734	1684	1816
FBgn0031711	2775	2988	2364	2947	3003	3220
FBgn0266028	28	24	16	26	27	25
FBgn0051989	783	986	635	925	959	1028
FBgn0051648	834	956	718	780	899	886
FBgn0051915	760	1065	753	915	1070	1063
FBgn0031713	1830	2030	1586	1797	1810	2025
FBgn0031715	33	32	49	46	34	47
FBgn0031716	104	140	108	93	90	105
FBgn0014189	10626	11452	8938	9639	9654	10226
FBgn0002525	5947	7834	5604	6913	7380	7342
FBgn0031717	945	789	930	707	654	725
FBgn0031718	43	44	4	93	67	20
FBgn0031719	14	8	0	2	9	4
FBgn0004620	485	400	344	408	384	370
FBgn0020429	18	10	13	15	18	16
FBgn0266029	0	0	1	0	1	1
FBgn0041719	1	0	1	0	0	1
FBgn0031725	102	85	71	68	81	66
FBgn0266030	0	0	0	0	0	0
FBgn0266031	0	0	2	1	1	0
FBgn0031726	108	110	85	82	51	44
FBgn0051646	117	133	102	98	74	111
FBgn0266069	2	1	4	1	5	1
FBgn0262256	0	0	0	0	0	0
FBgn0262321	0	0	0	0	0	0
FBgn0262239	0	0	0	0	0	0
FBgn0262200	0	0	0	0	0	0
FBgn0262333	0	0	0	0	0	0
FBgn0262243	0	0	0	0	0	0
FBgn0266068	0	0	8	7	4	0
FBgn0031729	0	0	28	4	29	0
FBgn0266066	0	0	0	0	1	1
FBgn0266067	0	0	1	0	2	0
FBgn0031730	48	63	50	35	29	63
FBgn0031731	5	2	2	2	0	2
FBgn0266065	0	0	1	0	2	0
FBgn0054011	2	1	2	1	1	2
FBgn0031732	639	650	403	299	225	353
FBgn0024191	830	942	672	859	972	969
FBgn0031736	2307	2489	1766	1994	2115	2226
FBgn0031734	2488	2022	1550	1245	1187	1247
FBgn0031735	170	125	147	136	105	152
FBgn0031737	318	335	276	179	156	192
FBgn0031738	1930	2441	1650	2063	2005	2018
FBgn0051912	0	0	2	1	3	0
FBgn0031739	1054	1496	1010	1280	1391	1472
FBgn0031740	854	1215	833	1086	1132	1230
FBgn0031741	2321	2650	1959	1412	1300	1570
FBgn0265786	0	0	0	0	2	0
FBgn0265787	0	0	7	1	3	0
FBgn0262999	0	0	11	1	5	0
FBgn0051644	0	1	69	27	91	0
FBgn0085410	231	242	236	174	156	205
FBgn0031745	505	485	412	366	358	362
FBgn0031747	5	11	5	14	9	11
FBgn0264352	5	6	3	5	3	6
FBgn0043362	1994	1882	1674	1942	1970	1841
FBgn0031749	1	5	21	9	37	5
FBgn0264547	0	0	1	0	0	0
FBgn0015381	17	9	8	10	6	11
FBgn0266826	0	0	1	0	2	0
FBgn0266827	0	0	0	0	0	0
FBgn0001128	18816	18760	15986	10730	9649	11271
FBgn0266321	1	3	4	1	4	2
FBgn0031752	3421	3665	2597	2839	2791	2880
FBgn0031753	64	69	100	72	112	49
FBgn0040949	25	19	48	0	2	3
FBgn0003980	6888	3641	11702	208	116	377
FBgn0086266	293	137	702	3	2	2
FBgn0003979	11372	5017	23387	89	38	227
FBgn0086265	825	427	1653	34	17	59
FBgn0031756	883	625	775	103	76	117
FBgn0000308	17132	19307	17400	17047	17536	17504
FBgn0001942	85301	83358	68426	68680	68714	73006
FBgn0001941	4486	5617	4303	4590	4648	4911
FBgn0031759	7003	10283	6058	8432	8657	8840
FBgn0031760	407	482	348	335	303	316
FBgn0001089	1389	1229	739	453	422	588
FBgn0264448	22	38	30	31	35	29
FBgn0031762	670	632	504	573	509	679
FBgn0001170	21	23	17	16	26	19
FBgn0031763	1	5	1	2	1	1
FBgn0031764	827	860	680	614	611	656
FBgn0031765	43	32	31	23	21	22
FBgn0025742	2110	2365	1696	2164	2217	2236
FBgn0031766	203	241	197	259	237	258
FBgn0051643	992	1156	846	1116	1113	1166
FBgn0000052	6965	7196	5667	21294	20105	22770
FBgn0262317	12	10	9	13	11	9
FBgn0029161	27	40	33	25	27	15
FBgn0085208	0	0	0	0	0	0
FBgn0031768	1234	1460	1139	1294	1306	1339
FBgn0031769	5893	8200	4984	8018	7926	8061
FBgn0031770	156	198	172	175	171	175
FBgn0085209	22	26	9	4	3	6
FBgn0031771	11959	11791	9924	9266	8791	10428
FBgn0031772	557	681	632	586	625	703
FBgn0031773	803	1102	774	1006	1142	1160
FBgn0031774	527	572	539	538	537	589
FBgn0031775	179	212	136	195	166	184
FBgn0031776	1959	2472	1956	2086	2093	2334
FBgn0031777	357	346	363	247	261	283
FBgn0266449	3482	3989	3073	3231	3214	3265
FBgn0264345	7	6	8	8	11	6
FBgn0031778	10	12	20	10	12	6
FBgn0265999	1	4	9	11	13	12
FBgn0266450	403	353	323	322	287	209
FBgn0266445	0	0	0	0	0	0
FBgn0031779	1130	1347	996	1135	1116	1129
FBgn0266521	10792	12907	9187	12496	12960	12343
FBgn0051642	27	27	46	42	105	37
FBgn0031781	1724	1688	1422	1471	1486	1591
FBgn0031782	1143	1378	1023	1346	1404	1446
FBgn0261683	0	0	0	0	0	0
FBgn0261697	0	0	0	0	0	0
FBgn0267283	0	0	0	0	0	0
FBgn0266071	0	0	0	1	3	0
FBgn0040950	0	0	0	0	0	0
FBgn0051639	0	0	238	94	376	0
FBgn0085409	458	491	343	371	318	332
FBgn0026755	372	307	105	174	138	202
FBgn0266070	0	0	0	0	1	0
FBgn0053531	110	112	81	87	92	89
FBgn0031791	112	126	92	127	89	132
FBgn0031792	3	0	0	4	1	0
FBgn0261699	0	0	0	0	0	0
FBgn0265778	3833	5551	3380	4668	4887	5065
FBgn0031799	2435	3523	2175	3083	3248	3272
FBgn0015623	23632	22344	19662	20530	20128	20273
FBgn0031800	825	731	396	531	509	509
FBgn0031801	2440	1955	2986	1286	1113	1337
FBgn0031802	1	0	0	1	2	0
FBgn0031803	1	1	0	0	4	2
FBgn0031804	0	1	12	0	6	2
FBgn0266003	0	0	1	0	9	0
FBgn0266004	0	0	7	1	4	0
FBgn0031805	431	282	460	339	307	301
FBgn0043854	1365	2141	1321	2512	2211	2108
FBgn0259714	388	374	283	432	390	414
FBgn0031808	113	100	61	42	50	57
FBgn0259716	950	633	708	361	383	368
FBgn0259715	6920	5409	4100	3891	3565	4470
FBgn0031811	144	168	143	169	209	164
FBgn0011722	1317	981	1303	550	608	449
FBgn0263278	1422	1910	1254	1766	1753	1879
FBgn0031813	3399	3014	2629	2217	2056	2332
FBgn0031814	3051	3034	2333	2569	2469	2627
FBgn0031815	2921	3290	2493	3210	3132	3536
FBgn0031816	423	356	266	325	242	335
FBgn0031817	271	415	364	367	421	366
FBgn0259749	4551	5134	3724	5331	5211	5830
FBgn0031818	1820	2265	1603	1828	1849	1960
FBgn0086357	13378	13446	11398	9736	9592	10894
FBgn0267019	7	2	3	5	2	2
FBgn0031820	4178	7223	4012	5732	6174	6193
FBgn0031821	160	163	110	160	161	127
FBgn0027496	2158	2113	1959	1911	1845	1988
FBgn0031822	769	992	798	853	827	925
FBgn0051638	1150	1452	997	1155	1197	1251
FBgn0031824	1766	1820	1467	3151	2747	3290
FBgn0031826	3	3	108	47	143	3
FBgn0051637	1698	1866	1374	1471	1383	1489
FBgn0266001	7	10	11	3	4	5
FBgn0000320	851	774	627	452	433	457
FBgn0266002	10	9	10	7	2	5
FBgn0031829	29	26	22	14	22	13
FBgn0031830	7287	7637	6452	6007	5320	6333
FBgn0031832	982	1105	894	899	996	1070
FBgn0263916	3086	3019	2463	1552	1551	1793
FBgn0031834	532	702	491	626	602	676
FBgn0031835	1252	1331	1041	931	929	972
FBgn0031836	6464	7372	5857	5528	5411	5963
FBgn0031837	32	18	39	18	32	25
FBgn0266218	2	1	0	0	0	0
FBgn0085374	2	1	9	3	6	2
FBgn0051634	7	9	7	10	10	6
FBgn0051635	4715	6050	3832	5016	5082	5417
FBgn0031842	5041	5990	4514	5356	5665	5685
FBgn0051633	816	875	689	909	782	926
FBgn0051636	40	138	109	58	44	48
FBgn0028467	2746	3817	2559	3235	3363	3399
FBgn0031844	6	8	25	9	21	8
FBgn0085339	288	285	247	240	254	231
FBgn0000392	0	0	0	0	0	0
FBgn0263200	3406	2826	2359	2748	2268	2963
FBgn0028990	2620	2572	2379	3250	3194	3452
FBgn0000351	1803	2587	1661	2527	2572	2893
FBgn0031848	565	783	483	745	789	893
FBgn0028703	4061	5048	3669	4062	4044	4223
FBgn0031850	910	900	739	653	605	561
FBgn0025595	2052	1074	1128	637	617	644
FBgn0031851	2208	2365	1871	2109	2217	2320
FBgn0025777	3360	4683	3166	3976	3983	4046
FBgn0046704	2749	3381	2402	2800	2895	3049
FBgn0031854	16	17	17	11	18	14
FBgn0031855	222	256	168	226	227	248
FBgn0086034	0	0	0	0	0	0
FBgn0031857	3161	3194	2249	1963	1675	1950
FBgn0031858	276	313	393	293	357	267
FBgn0015776	11370	12167	9323	8465	7913	8744
FBgn0015777	2334	2294	2264	1562	1663	1449
FBgn0263585	1	2	6	3	9	1
FBgn0051631	0	0	0	0	0	0
FBgn0031860	1065	810	676	634	562	692
FBgn0264890	0	0	5	2	6	0
FBgn0051632	125	140	112	65	74	83
FBgn0017551	2799	3648	2339	3816	3785	3899
FBgn0086451	7695	7764	5042	6469	6340	7235
FBgn0031865	1971	1786	1523	1234	1086	1197
FBgn0266220	1	1	0	0	1	0
FBgn0266219	83	94	68	113	118	109
FBgn0031866	508	513	470	438	429	443
FBgn0262205	0	0	0	0	0	0
FBgn0042092	1172	1479	1175	1134	1068	1285
FBgn0031868	2296	2462	1912	1719	1719	1893
FBgn0011737	1555	2256	1531	1779	1968	2090
FBgn0028554	4370	5946	4047	5094	5292	5554
FBgn0052829	14	11	23	9	9	14
FBgn0026196	12034	12455	9735	7349	7037	7912
FBgn0263467	9	5	7	1	4	2
FBgn0004838	40506	47398	34479	35139	35301	35525
FBgn0262877	3	4	5	4	3	3
FBgn0031869	926	935	730	661	631	618
FBgn0031871	1335	1873	1414	1654	1820	1901
FBgn0031872	842	1458	798	1143	1180	1272
FBgn0031873	600	739	580	641	637	696
FBgn0020616	2272	2911	1844	2586	2575	2774
FBgn0031874	339	323	264	274	292	324
FBgn0031875	2286	3250	1974	2982	2983	3290
FBgn0031876	361	506	324	493	442	538
FBgn0031877	383	373	301	377	347	371
FBgn0031878	2501	3454	2710	3601	4214	3991
FBgn0021944	1787	2224	1567	1853	1909	1973
FBgn0264922	11059	12896	10200	10587	11517	12436
FBgn0016978	3099	3700	2886	3242	3251	3511
FBgn0262616	0	0	18	14	37	0
FBgn0031879	769	728	592	426	387	352
FBgn0265414	0	0	1	0	7	0
FBgn0263026	1	0	31	14	33	0
FBgn0263027	215	332	264	271	332	328
FBgn0000053	6739	6682	5799	23222	19941	23913
FBgn0003046	306	226	296	132	116	140
FBgn0051908	2855	3353	2456	3121	3096	3315
FBgn0031881	746	830	670	822	717	799
FBgn0031882	686	1015	688	886	894	953
FBgn0031883	5806	6070	4900	5047	5052	5383
FBgn0262872	10482	13432	9126	11394	11715	11672
FBgn0031885	3368	4421	2961	4129	4123	4077
FBgn0266666	3887	4613	4014	4080	4123	4485
FBgn0031886	1110	1482	1039	1426	1516	1588
FBgn0031887	121	91	105	62	51	62
FBgn0031888	61	57	58	44	51	40
FBgn0265822	0	1	8	2	5	0
FBgn0085407	398	467	334	276	272	256
FBgn0265823	5	5	2	5	4	0
FBgn0265821	2	0	2	2	2	0
FBgn0265824	1	4	1	1	1	2
FBgn0031893	2552	2896	2267	2553	2523	2837
FBgn0031894	209	276	269	198	230	279
FBgn0031895	1284	2234	1454	1621	1674	1711
FBgn0031896	3019	3936	2824	3072	3218	3232
FBgn0031897	5928	5868	4895	4245	4444	4496
FBgn0263133	2527	2905	2133	2161	2382	2497
FBgn0266324	18	7	17	18	15	10
FBgn0259111	3242	2697	2382	1903	1776	1887
FBgn0264343	2	2	2	1	3	1
FBgn0264344	27	20	36	13	61	16
FBgn0031900	12	17	19	4	1	1
FBgn0010453	77	104	68	63	56	61
FBgn0004009	39	56	26	36	27	28
FBgn0266842	1	0	0	1	0	0
FBgn0031902	240	275	208	120	155	110
FBgn0031903	6	4	7	4	3	5
FBgn0264872	0	0	0	0	0	0
FBgn0002938	10757	14269	9598	10049	8968	10152
FBgn0031904	2213	2796	2117	2534	2559	2700
FBgn0031906	98	86	91	76	82	88
FBgn0264888	0	0	0	1	0	0
FBgn0031907	2778	2196	1653	1541	1400	1485
FBgn0031908	3238	3583	2423	1567	1348	1685
FBgn0031909	555	630	465	605	613	631
FBgn0031910	458	247	376	392	380	385
FBgn0028387	1783	2844	1780	2452	2603	2655
FBgn0264439	25	42	81	40	43	45
FBgn0262453	0	0	0	0	0	0
FBgn0262458	1	0	3	2	2	1
FBgn0031912	8555	9585	7448	6617	6338	6752
FBgn0031913	8184	5783	6087	7830	7808	7992
FBgn0031914	3184	2543	1965	1519	1459	1566
FBgn0025697	1396	1108	1091	1047	879	964
FBgn0041247	1	0	0	0	2	1
FBgn0045495	17	15	23	16	16	21
FBgn0031918	371	402	312	187	174	237
FBgn0260486	3028	3329	2481	3625	3513	3407
FBgn0011283	381	374	174	119	162	142
FBgn0264895	2954	3597	2473	2911	2771	3042
FBgn0264891	1	0	4	0	1	0
FBgn0083141	3	6	37	13	6	8
FBgn0266910	0	0	0	0	0	0
FBgn0031925	241	186	166	63	83	32
FBgn0031926	40	63	31	16	18	10
FBgn0266034	0	0	0	0	0	0
FBgn0266035	0	0	0	0	0	0
FBgn0264087	1549	1845	1486	1559	1434	1506
FBgn0040299	992	968	592	508	395	396
FBgn0264997	27	27	16	14	8	23
FBgn0031929	79	581	480	363	327	438
FBgn0031930	9	34	33	4	6	9
FBgn0041182	7635	5518	4853	4342	4936	4621
FBgn0041181	1034	815	767	563	622	521
FBgn0266325	0	0	5	0	9	0
FBgn0012018	0	0	0	0	0	0
FBgn0053296	316	242	340	195	189	150
FBgn0031935	592	516	383	246	230	260
FBgn0031936	972	756	659	794	867	827
FBgn0031937	854	585	572	849	862	953
FBgn0267743	27	20	15	26	12	17
FBgn0031939	494	539	423	604	575	679
FBgn0260479	0	0	0	0	0	0
FBgn0014454	14	16	207	11	5	6
FBgn0031940	121	124	271	58	67	38
FBgn0031941	0	0	48	11	52	0
FBgn0031942	287	340	1651	63	108	55
FBgn0267282	0	0	0	1	0	0
FBgn0031945	127	135	115	121	160	109
FBgn0020880	13	11	8	24	28	19
FBgn0003961	1183	738	1803	2818	3224	2145
FBgn0031947	3742	5317	3445	5061	5234	5493
FBgn0031948	1008	981	878	723	669	802
FBgn0025687	1170	927	1336	1236	1150	1105
FBgn0266072	1	5	5	2	4	3
FBgn0031950	3091	3566	2686	3228	3204	3468
FBgn0031951	1413	1767	1236	1489	1485	1579
FBgn0031952	2268	2616	1993	2108	2404	2104
FBgn0261800	4367	3684	3266	2131	2104	2107
FBgn0266360	2	4	4	2	1	2
FBgn0027515	3767	5429	3545	4944	4892	4945
FBgn0020618	102905	97876	82941	73274	73679	80899
FBgn0004177	19209	21110	16029	19744	20011	20992
FBgn0262546	0	0	4	0	5	0
FBgn0031955	207	199	119	148	134	157
FBgn0040099	411	463	208	553	643	629
FBgn0031957	3	4	2	8	6	2
FBgn0045038	994	1120	1058	1053	1052	1116
FBgn0266904	1	0	0	0	0	0
FBgn0011861	0	0	0	0	0	0
FBgn0031959	89	90	71	51	56	59
FBgn0031961	136	207	122	155	129	135
FBgn0261790	3198	3513	2775	3240	3165	3301
FBgn0083968	1816	2193	1570	1503	1559	1738
FBgn0053121	0	0	3	0	1	0
FBgn0085450	883	886	613	717	756	652
FBgn0031968	733	842	725	741	777	774
FBgn0031969	4950	6903	4578	6540	6496	6364
FBgn0031970	200	109	145	36	33	32
FBgn0266331	37	33	21	61	60	77
FBgn0031971	1443	1537	1507	2645	3071	2846
FBgn0031972	781	789	677	737	741	830
FBgn0031973	685	569	546	568	574	593
FBgn0031974	396	420	373	420	456	463
FBgn0054010	164	152	168	162	164	142
FBgn0031975	1497	1231	1170	982	926	988
FBgn0031976	53	68	27	126	141	130
FBgn0031977	3456	3989	3225	3686	3733	4017
FBgn0044323	4896	5732	4150	4735	4703	5040
FBgn0031979	362	374	293	359	375	387
FBgn0031980	52042	49985	44029	39207	38992	42772
FBgn0065055	17	14	20	5	10	7
FBgn0031981	1338	1270	991	1022	1044	956
FBgn0011230	30459	25800	17182	28038	26664	27222
FBgn0013531	561	684	417	573	581	641
FBgn0010287	485	547	385	454	449	492
FBgn0267488	5150	7778	4512	6359	6777	6534
FBgn0266795	0	0	0	0	0	0
FBgn0261822	13559	14376	10505	10475	10099	10179
FBgn0031985	3578	3815	2924	3294	3291	3398
FBgn0031986	10	21	51	24	57	15
FBgn0031987	1679	1926	1430	1724	1784	1923
FBgn0031988	2344	3377	2434	3172	3354	3443
FBgn0031990	5775	5823	4785	6362	6630	6508
FBgn0263561	0	0	0	0	1	0
FBgn0261830	9	20	8	25	8	11
FBgn0261831	2	0	2	1	2	1
FBgn0263256	1737	1586	1458	1049	892	1089
FBgn0051606	48	23	36	14	23	25
FBgn0261064	1164	1733	1131	1492	1536	1609
FBgn0031992	1510	1669	1381	1538	1608	1858
FBgn0264953	1910	2015	1840	1610	1587	1539
FBgn0083970	542	557	541	444	390	534
FBgn0031995	5924	7022	5068	6502	6313	7047
FBgn0264947	8	7	24	16	22	15
FBgn0031996	1813	2145	1700	2037	2110	2299
FBgn0031997	1069	1340	1007	1168	1222	1265
FBgn0031998	2966	2642	1909	2704	2653	3087
FBgn0264950	44	55	33	38	45	52
FBgn0264951	5	4	0	4	6	3
FBgn0264952	5	4	0	9	3	2
